RCP_SNO,SRAP_CNT,ING_INFO
6875956,1179,계란 고추 당근 양파
6875970,1660,당근 양파 오이 무무
6875985,725,고추 대파 배추 버섯
6875999,2949,계란 당근 배추
6876003,5975,감자 고추 당근 대파 마늘 양파
6876013,1268,배추 양파 고춧가루
6876057,1095,고추 대파 마늘 양파 고춧가루
6876063,1554,무무
6876068,3167,마늘 양파 고구마
6876082,613,감자 양파
6876114,20107,고추 고춧가루
6876116,800,계란 고추 당근 대파 마늘 양파 고춧가루
6876121,39641,당근 마늘 양파 고춧가루
6876144,5746,계란 당근 무무
6876152,3552,고추 마늘
6876172,2045,고추 마늘 양파 버섯
6876174,867,대파
6876181,1485,고추 마늘 양파
6876209,2798,
6876210,1629,감자 고추 대파 마늘 양파
6876218,844,고추 당근 마늘 양파 고춧가루
6876249,643,마늘 상추 고춧가루
6876261,2420,
6876298,3474,마늘 양파 고춧가루
6876301,818,고추 마늘 양파 고춧가루 버섯
6876314,698,감자 당근 양파
6876326,3043,마늘 갈비
6876338,1147,양파
6876339,924,당근 양파 토마토 버섯 앞다리
6876350,11821,마늘 양파 오이 고춧가루
6876352,3114,고추 대파 마늘 양파 고춧가루
6876356,750,
6876357,103614,감자 고추 당근 대파 마늘 양파 고춧가루 버섯
6876367,690,
6876389,873,마늘 양파 상추 무무
6876399,2635,계란 버섯
6876438,1117,
6876440,3687,고추
6876442,1145,계란 당근 양파
6876443,690,고추 당근 대파 마늘 양파 고춧가루
6876450,612,대파 마늘 고춧가루
6876451,8296,마늘
6876454,1643,고추 대파 마늘 버섯
6876471,1561,고춧가루
6876473,1368,고추 마늘
6876475,976,마늘
6876493,1199,대파 마늘 양파 고춧가루
6876504,920,고추 양파
6876505,9529,감자 당근 대파 마늘 갈비
6876513,19597,고추 대파 마늘 양파 고춧가루
6876523,772,
6876530,1334,고추 대파 마늘
6876534,1703,마늘 고춧가루
6876538,987,당근 대파 마늘 양파 버섯
6876544,23586,당근 마늘 양파
6876570,7092,계란 고추 마늘
6876572,3599,계란 대파
6876575,3464,고추 대파 마늘 양파 고춧가루 갈비
6876587,694,대파 마늘 갈비
6876591,1290,감자 당근 마늘 양파
6876596,810,고추
6876597,1026,마늘
6876600,701,고추 마늘 양파
6876608,792,마늘
6876613,876,고추 당근 마늘 배추 고춧가루 무무
6876631,951,고추 마늘 고춧가루
6876663,1058,대파 고춧가루
6876667,605,감자
6876668,855,대파 마늘
6876685,4831,고추 당근 양파
6876686,3162,마늘 양파 고춧가루 무무
6876692,7516,대파 마늘 고춧가루 버섯
6876693,1985,감자 당근 대파 마늘 양파 갈비 무무
6876694,803,마늘 양파
6876705,6876,계란 대파
6876706,1029,대파 마늘 고춧가루 무무
6876712,1432,버섯 삼겹살
6876726,5669,고추 대파 마늘 양파 고춧가루 버섯
6876727,3107,토마토
6876731,5360,마늘 양파
6876733,4844,
6876753,616,대파
6876755,12151,계란 대파 고춧가루
6876776,746,당근 대파 마늘 양파 버섯
6876810,6085,고추 마늘 고춧가루
6876811,634,마늘 고춧가루
6876817,10739,고추 대파 마늘 양파 고춧가루 삼겹살
6876825,837,계란 고추 양파
6876840,670,양파
6876841,1789,마늘
6876850,1092,고추 양파
6876854,912,대파 마늘
6876863,3486,고추 마늘
6876870,3338,대파 마늘 양파
6876875,8847,양파
6876886,2047,고추 당근 대파 마늘 양파 버섯
6876891,1265,
6876895,2367,고추 대파 마늘
6876897,838,오이
6876924,750,계란
6876933,3846,마늘
6876943,728,고추 무무
6877017,1253,고추 당근 대파 마늘 양파 고춧가루
6877020,6581,
6877023,974,양파
6877036,2490,대파 마늘
6877041,2945,당근 양파
6877046,1101,고추 대파 마늘 양파 고춧가루
6877051,5890,고추 대파 마늘 양파 고춧가루 버섯 삼겹살
6877052,4296,대파 마늘 양파
6877054,3126,당근 양파
6877057,16506,고추
6877103,868,당근 마늘 양파 버섯
6877109,720,마늘 배추 고춧가루
6877117,734,고추 대파 마늘 배추
6877130,620,감자 당근 양파
6877131,1387,계란 당근 대파 양파
6877141,864,고추 대파 마늘
6877157,1116,감자 양파
6877170,1797,
6877171,821,고추
6877173,1037,감자 고추 대파 마늘 양파 고춧가루 버섯
6877175,834,고추 마늘
6877183,959,고추 당근 마늘 양파 고춧가루
6877211,912,대파 마늘 양파
6877228,995,마늘 양파
6877243,1924,계란 마늘 무무
6877253,17998,고추 마늘
6877261,651,고추 마늘 고춧가루
6877269,905,감자 고추 대파 마늘 양파 고춧가루 갈치 무무
6877276,1428,당근 대파 마늘
6877278,4966,당근 마늘 양파
6877292,990,계란 양파
6877297,16066,
6877303,784,양파
6877320,4164,대파 마늘 양파
6877324,1128,대파 마늘 양파 버섯
6877329,1514,무무
6877335,2945,마늘
6877338,608,마늘 양파
6877345,879,마늘 양파 버섯
6877358,3924,계란 고추 당근 대파 마늘 버섯
6877359,711,고추 마늘 배추 고춧가루 삼겹살
6877362,641,대파 마늘 무무
6877368,672,고추 마늘
6877375,829,마늘
6877392,845,당근
6877395,609,마늘 고춧가루
6877410,885,버섯
6877440,1621,대파 마늘 양파 삼겹살
6877441,1849,
6877447,4308,마늘 양파 고춧가루
6877457,622,계란 버섯 무무
6877473,1378,당근 양파
6877481,775,대파 마늘 버섯 앞다리
6877484,9717,고추 마늘
6877485,6098,마늘 양파 고춧가루
6877496,711,고추 마늘 양파 버섯
6877497,687,고추 당근 마늘 배추 양파 무무
6877541,796,마늘
6877547,1890,양파
6877548,639,
6877553,2285,고추 당근 양파 버섯
6877560,6020,마늘 삼겹살
6877579,4177,계란
6877585,1990,대파 마늘 고춧가루 무무
6877586,1619,대파 마늘 양파 고춧가루
6877587,1133,마늘 배추 양파 고춧가루
6877591,1183,양파
6877593,6604,고추 대파 마늘 양파
6877594,617,감자 계란 대파
6877595,21136,고추 대파 마늘
6877598,891,마늘 배추 앞다리
6877606,1395,마늘 양파 토마토
6877615,601,고추 대파 마늘 양파
6877639,819,감자 고추 대파 마늘 양파 고춧가루 갈치 무무
6877654,1638,당근 대파 양파 상추
6877659,2551,대파 마늘
6877665,647,대파 마늘 고춧가루
6877671,820,고추 마늘 양파 고춧가루
6877680,15459,고추 대파 마늘 양파 고춧가루
6877705,1772,계란 고추 대파 마늘 양파
6877741,984,대파 마늘 양파 버섯 무무
6877742,798,
6877745,4588,버섯
6877746,1735,당근 양파
6877754,5908,고추 대파 마늘 양파 고춧가루
6877769,1416,고추 대파 마늘 양파 고춧가루 무무
6877773,829,고추 당근 마늘 양파 고춧가루
6877778,755,고추 당근 대파 마늘 양파
6877781,831,고추 당근 마늘 배추 양파 무무
6877798,2310,대파 마늘 양파 삼겹살
6877807,2848,당근 마늘 양파
6877808,6392,고추 대파 마늘
6877811,8301,
6877823,1020,고추 마늘 고춧가루
6877825,1709,고추 대파 마늘
6877837,9458,고추 마늘 고춧가루
6877875,1684,계란
6877893,839,계란 양파 상추 무무
6877894,1998,
6877896,35484,대파 양파 고춧가루
6877897,933,마늘
6877908,4366,고추 대파 마늘 양파 고춧가루 버섯 무무
6877920,1252,계란 대파 마늘 양파
6877961,2228,무무
6877967,652,고구마
6877972,1681,마늘 양파 오이 고춧가루
6877986,658,감자 고추 당근 대파 마늘 양파 고춧가루
6877988,2740,감자 고추 대파 마늘 양파 고춧가루
6878001,5365,고추 마늘 고춧가루
6878004,785,
6878005,1548,대파 마늘 양파 버섯
6878016,3337,고추 대파 마늘 고춧가루
6878035,986,고추 당근 대파 마늘 배추 양파 고춧가루
6878061,1319,고추 마늘
6878062,2918,고추 대파 마늘 고춧가루
6878094,654,고추 대파 마늘 양파 고춧가루
6878100,707,고춧가루
6878109,1426,고추 대파 마늘 양파 고춧가루 버섯
6878128,1388,고추 마늘
6878147,4364,대파
6878154,1646,당근 양파
6878156,1536,당근
6878158,2938,고추
6878178,829,마늘 양파 오이 고춧가루
6878181,1035,
6878202,1326,삼겹살
6878216,1061,
6878234,920,배추
6878245,697,고구마
6878252,1085,계란 고추 당근 양파 고춧가루
6878261,657,마늘 양파
6878270,8103,당근 양파
6878271,615,고추 마늘 무무
6878280,1180,고추 대파 마늘 버섯
6878310,659,대파
6878335,22134,계란 양파
6878340,24091,대파 삼겹살
6878346,3727,당근 마늘
6878348,943,
6878357,753,고구마
6878365,1795,
6878369,657,
6878386,8375,당근 대파 마늘
6878395,1135,고추 대파 마늘 무무
6878401,1245,
6878407,5740,고추 마늘
6878426,661,당근 대파 마늘 양파
6878493,782,대파 마늘 양파
6878495,1212,당근 배추 토마토
6878524,2068,고추 고춧가루
6878541,1409,계란 당근 오이
6878543,662,고추 마늘 양파 고춧가루
6878545,5242,양파 고구마 토마토
6878563,4560,고추 마늘 양파 상추 고춧가루
6878583,3506,고추 마늘
6878585,1236,고추 마늘 무무
6878595,3008,고추 대파 마늘 양파 고춧가루
6878597,6823,
6878598,963,당근
6878613,3142,마늘 상추 고춧가루
6878619,7262,
6878620,1068,
6878644,1246,마늘 무무
6878654,1157,
6878686,7145,고추 당근 대파 마늘 양파 버섯 갈비 무무
6878720,3798,계란 고추 양파
6878722,8734,계란 대파 마늘 양파 무무
6878726,4354,당근 배추 양파
6878740,849,대파 마늘 무무
6878803,1146,고추 당근 대파 마늘 양파 고춧가루 무무
6878807,3274,고추 대파 마늘 양파
6878814,1407,오이
6878849,1417,
6878850,856,
6878862,659,고추 마늘
6878864,841,감자
6878881,3709,고추 당근 마늘 배추 양파 고춧가루
6878884,2472,마늘 양파 버섯
6878888,961,마늘 양파
6878894,612,
6878910,11785,
6878911,1029,계란
6878912,1228,고추
6878915,773,마늘
6878921,1701,고추 마늘 양파
6878931,9179,마늘
6878934,1198,마늘 양파 삼겹살
6878946,1493,
6878949,739,
6878950,863,
6878955,1876,고추 마늘 양파 고등어
6878991,846,마늘 배추 양파 고춧가루 무무
6878996,692,마늘 양파 토마토
6879002,756,대파 마늘 고춧가루
6879004,7265,고추 대파 마늘 무무
6879014,605,계란 고추 대파 마늘
6879050,7966,
6879059,743,감자 고추 마늘 고춧가루
6879082,2343,고추 마늘 고춧가루
6879100,632,대파 양파 무무
6879102,1029,대파 마늘 배추 양파 상추
6879110,755,양파 오이 토마토
6879113,2456,고추 양파
6879137,4271,고추 배추 양파
6879140,1311,
6879164,1643,감자 양파
6879168,721,고추
6879175,2379,고추 양파 고춧가루
6879176,1722,대파 마늘 고춧가루 무무
6879196,6701,고추 대파
6879199,2111,
6879201,9367,
6879209,2714,양파 고구마 토마토
6879213,3198,
6879215,65340,대파 마늘 양파 버섯
6879226,4630,대파 마늘 양파 버섯
6879240,2325,대파 마늘 양파 삼겹살
6879242,15516,계란 대파 양파
6879250,898,고추 당근 대파 마늘 배추 양파 버섯
6879259,1962,고추 마늘
6879271,5520,대파 마늘 양파 고춧가루 무무
6879276,2547,고추 대파 마늘 고춧가루
6879284,853,마늘
6879305,1207,계란 양파
6879310,957,마늘
6879311,752,마늘 양파 토마토 버섯
6879332,2891,
6879335,31577,양파
6879369,695,양파
6879374,921,고추 배추 고춧가루
6879390,15166,마늘 배추 고춧가루
6879393,3203,양파 상추
6879416,6350,고추
6879434,788,계란 고추 당근 양파 상추 오이 고춧가루
6879439,732,대파 마늘
6879446,3079,당근 대파 마늘 배추 양파
6879455,619,오이 토마토
6879467,802,양파 토마토
6879473,2416,마늘 양파 고춧가루
6879476,2912,토마토
6879481,1129,
6879494,11105,계란 당근
6879496,1108,
6879507,3058,마늘 고춧가루 무무
6879509,1237,마늘 배추 양파 고춧가루
6879510,791,당근
6879533,77293,당근 마늘 양파 버섯
6879541,658,고추 마늘
6879566,3354,계란
6879572,4555,고추 마늘 배추 양파 무무
6879578,1813,고추 마늘 양파 고춧가루
6879608,852,마늘
6879620,1075,당근 양파
6879633,1335,감자 고추 대파 마늘 양파 고춧가루
6879642,1147,대파 마늘
6879651,843,마늘
6879652,807,감자 고추 마늘 양파 고춧가루
6879653,933,마늘 양파 토마토
6879654,711,마늘 배추 양파
6879663,9846,마늘 양파 갈비
6879698,18262,감자 고추 대파 마늘 양파 고춧가루 버섯 무무
6879701,4709,계란 대파 양파
6879704,1031,
6879707,932,당근 대파 마늘 양파
6879712,1827,마늘 양파 고춧가루
6879724,2029,당근 양파 고구마
6879725,1173,대파
6879728,838,고추 마늘 양파 고춧가루
6879739,2355,계란 배추
6879741,1333,
6879745,896,
6879803,2388,마늘
6879808,1511,양파
6879814,754,
6879816,1256,마늘
6879826,5503,고추 마늘 고춧가루 무무
6879829,974,고추 대파 버섯 무무
6879838,1022,
6879852,838,양파
6879873,2392,버섯
6879879,813,대파 마늘
6879882,773,고추 대파 마늘 무무
6879889,1105,고추 마늘 고춧가루 무무
6879897,1212,계란 당근 양파
6879898,3445,고추 대파 마늘 양파 고춧가루
6879900,851,고추 마늘 양파 토마토 버섯
6879903,4169,고춧가루
6879905,1263,
6879907,6903,계란 대파 마늘
6879920,11880,감자 고추 당근 대파 마늘 양파 고춧가루 갈비
6879924,2423,고추 마늘 양파 삼겹살
6879950,710,계란
6879951,942,토마토
6879952,1495,마늘 양파
6879956,900,고추
6879961,928,고추
6879969,1617,고추 마늘
6879972,18549,마늘 고춧가루
6879974,715,마늘 양파 버섯
6879993,887,
6879994,5001,고추 마늘
6880000,2157,감자 마늘 버섯
6880005,9940,고추 대파 마늘 고춧가루
6880016,727,고추 대파 마늘 양파
6880023,2125,계란
6880037,1612,고추 마늘 양파 무무
6880048,10070,마늘
6880051,606,고추 대파 마늘 양파 고춧가루
6880057,4719,고추 마늘 고춧가루 버섯 무무
6880064,795,고추 당근 마늘 배추 상추 고춧가루
6880117,1389,
6880120,9859,마늘 고춧가루
6880129,846,마늘 고춧가루
6880130,748,고추 대파 마늘 무무
6880131,1673,마늘 삼겹살
6880150,1197,고추 대파 마늘 고춧가루
6880161,35539,고추 대파 마늘 고춧가루 무무
6880162,2565,고추 대파 마늘 양파 상추
6880164,1119,
6880165,1326,감자 고추 대파 마늘 양파 고춧가루
6880166,3411,고추 대파 마늘 양파 고춧가루 삼겹살
6880195,6239,고추 대파 마늘 양파 고춧가루 앞다리
6880201,7522,고추 마늘
6880202,1689,고추 마늘
6880220,1316,마늘 무무
6880239,1173,고춧가루 버섯 무무
6880244,808,마늘 무무
6880246,2243,고추 마늘 무무
6880252,5517,감자 고추 당근 마늘 양파 고춧가루 버섯
6880258,2716,계란 고추 대파 마늘 배추 고춧가루
6880280,3193,양파 토마토
6880281,2483,감자 고추 대파 마늘 양파
6880282,619,
6880308,784,고춧가루 무무
6880312,3285,
6880326,1033,고추 대파 마늘 양파 고춧가루
6880334,1723,고추 마늘
6880338,4357,고추 마늘 양파 고춧가루 버섯
6880341,34421,감자 고추 대파 마늘 양파 고춧가루
6880360,3907,고추 마늘 양파 고춧가루
6880362,7626,마늘 오이 고춧가루
6880378,11002,대파 마늘 고춧가루 무무
6880412,2640,당근 대파 양파 버섯
6880451,2493,대파 배추 버섯 무무
6880483,2070,감자 계란 양파
6880492,1306,감자 대파 마늘 양파 고구마
6880518,1102,계란
6880554,829,당근 대파 배추
6880564,1047,고추 대파 양파 버섯
6880565,1455,
6880572,2173,대파 마늘 양파 고춧가루 고등어
6880578,7802,마늘 양파 버섯
6880600,745,마늘 양파 갈비
6880626,1472,마늘
6880629,2495,고추 마늘 고춧가루
6880632,630,고추 대파 마늘 양파 고춧가루 고등어 무무
6880638,1868,감자
6880642,2352,버섯
6880664,893,
6880666,704,감자 당근 대파 양파 고구마
6880674,17269,마늘
6880679,5187,마늘
6880682,619,대파
6880686,2340,마늘
6880694,10395,고추 마늘 버섯
6880695,16075,마늘 배추
6880717,742,마늘 양파 갈비 무무
6880728,1675,계란 양파
6880759,1480,고춧가루
6880778,2020,감자 당근 양파 토마토
6880783,718,
6880795,1427,마늘
6880798,63900,감자 고추 당근 대파 마늘 양파 오이
6880837,923,고추 당근 마늘 배추 양파 고춧가루
6880845,656,계란 대파 토마토
6880856,631,고추 마늘
6880868,2887,
6880871,1075,대파 배추 양파 버섯 무무
6880876,1249,마늘 양파
6880880,3343,양파
6880890,1794,
6880894,2615,고추 당근 양파 오이 고춧가루
6880902,2467,대파 마늘 무무
6880909,1828,고추 대파 마늘 양파 고춧가루 버섯 무무
6880936,2017,대파 버섯 무무
